序号,学号,学院,专业,班级,加权平均成绩,算术平均成绩,能力评价总分,基本素质总分,综合评价总分,加权平均成绩年级专业排名,科研创新总分排名,专业技能总分排名,文体特长总分排名,团学工作总分排名,社会实践总分排名,必修课程门数,必修课程及格门数,体测成绩
12291,201821100217,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,89.42,89.68,0.85,100,64.44/193,14/193,5/193,47/193,67/193,41/193,31/193,22,22,合格
12292,201821100262,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,89.81,89.90,1.10,97,64.28/193,6/193,5/193,5/193,67/193,80/193,31/193,21,21,合格
12293,201821100100,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,89.43,89.77,0.15,100,64.23/193,13/193,5/193,47/193,67/193,102/193,31/193,22,22,合格
12294,201821100238,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,89.08,89.32,0.73,100,64.21/193,16/193,5/193,47/193,26/193,80/193,31/193,22,22,合格
12295,201821100244,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,88.45,89.00,1.80,100,64.19/193,20/193,5/193,5/193,67/193,33/193,31/193,22,22,合格
12296,201821100111,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,88.35,88.82,3.45,97,64.18/193,23/193,5/193,5/193,107/193,80/193,5/193,22,22,合格
12297,201821100181,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,87.78,88.68,2.28,100,63.96/193,30/193,5/193,47/193,18/193,15/193,31/193,22,22,合格
12298,201821100064,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,87.72,88.55,2.22,100,63.91/193,32/193,5/193,47/193,26/193,5/193,31/193,22,22,合格
12299,201821100198,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,88.11,89.13,1.45,100,63.90/193,25/193,5/193,47/193,31/193,29/193,31/193,24,24,合格
12300,201821100237,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,88.10,88.41,1.35,100,63.86/193,26/193,5/193,47/193,31/193,33/193,31/193,22,22,合格
12301,201821100079,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,87.19,88.26,2.85,100,63.81/193,43/193,5/193,5/193,34/193,10/193,15/193,23,23,合格
12302,201821100260,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,87.43,87.92,3.38,98,63.80/193,38/193,2/193,5/193,34/193,41/193,7/193,24,24,合格
12303,201821100091,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,87.99,88.59,1.30,100,63.78/193,27/193,5/193,5/193,67/193,70/193,31/193,22,22,合格
12304,201821100145,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,88.39,89.00,0.38,100,63.73/193,22/193,5/193,47/193,34/193,102/193,31/193,23,23,合格
12305,201821100066,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,87.45,87.17,1.95,100,63.68/193,37/193,5/193,47/193,48/193,70/193,8/193,24,24,合格
12306,201821100142,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,87.36,88.23,2.08,100,63.67/193,39/193,5/193,5/193,19/193,65/193,15/193,22,22,合格
12307,201821100039,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,87.79,88.61,0.88,100,63.55/193,29/193,5/193,47/193,34/193,59/193,31/193,23,23,合格
12308,201821100234,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,88.17,88.35,0.15,100,63.54/193,24/193,5/193,47/193,107/193,89/193,31/193,23,23,合格
12309,201821100165,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,86.81,88.05,2.55,100,63.51/193,50/193,5/193,47/193,7/193,33/193,31/193,21,21,合格
12310,201821100189,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,87.67,89.05,0.95,100,63.50/193,34/193,5/193,5/193,67/193,96/193,31/193,21,21,合格
12311,201821100096,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,87.14,88.26,1.88,100,63.49/193,45/193,5/193,5/193,103/193,55/193,12/193,23,23,合格
12312,201821100058,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,86.54,88.04,2.98,100,63.49/193,60/193,5/193,43/193,12/193,17/193,31/193,23,23,合格
12313,201821100154,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,87.81,88.18,0.52,100,63.45/193,28/193,5/193,47/193,26/193,102/193,31/193,22,22,合格
12314,201821100159,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,88.55,88.95,0.48,97,63.40/193,19/193,5/193,47/193,48/193,96/193,15/193,21,21,合格
12315,201821100146,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,87.58,87.95,0.78,100,63.40/193,36/193,5/193,47/193,34/193,70/193,31/193,22,22,合格
12316,201821100176,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,87.74,88.79,0.42,100,63.38/193,31/193,5/193,47/193,57/193,80/193,31/193,24,24,合格
12317,201821100110,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,86.77,87.36,2.15,100,63.37/193,51/193,5/193,47/193,14/193,24/193,31/193,22,22,合格
12318,201821100233,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,87.25,87.54,1.18,100,63.34/193,42/193,5/193,47/193,107/193,27/193,15/193,24,24,合格
12319,201821100074,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,87.13,87.55,2.90,97,63.34/193,46/193,5/193,5/193,67/193,4/193,31/193,22,22,合格
12320,201821100076,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,86.98,87.57,1.65,100,63.33/193,49/193,5/193,43/193,22/193,48/193,31/193,23,23,合格
12321,201821100083,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,86.56,88.00,2.40,100,63.33/193,59/193,5/193,5/193,31/193,21/193,31/193,24,24,合格
12322,201821100195,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,87.35,89.18,0.80,100,63.28/193,40/193,5/193,47/193,107/193,37/193,31/193,22,22,合格
12323,201821100124,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,88.41,89.09,0.15,97,63.22/193,21/193,5/193,47/193,67/193,102/193,31/193,22,22,合格
12324,201821100069,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,87.07,88.13,1.45,99,63.17/193,47/193,5/193,5/193,107/193,41/193,31/193,23,23,合格
12325,201821100261,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,84.77,86.13,4.62,100,63.01/193,82/193,5/193,47/193,48/193,15/193,3/193,23,23,合格
12326,201821100122,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,87.16,87.14,0.22,100,63.00/193,44/193,5/193,47/193,57/193,102/193,31/193,22,22,合格
12327,201821100175,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,84.78,86.78,4.45,100,62.96/193,81/193,5/193,47/193,1/193,96/193,15/193,23,23,合格
12328,201821100258,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,86.68,87.48,0.82,100,62.92/193,56/193,5/193,47/193,34/193,65/193,31/193,21,21,合格
12329,201821100102,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,87.71,87.67,0.10,97,62.82/193,33/193,5/193,47/193,107/193,90/193,31/193,21,21,合格
12330,201821100037,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,86.75,87.83,0.20,100,62.77/193,52/193,5/193,47/193,107/193,80/193,31/193,23,23,合格
12331,201821100174,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,84.77,86.70,3.78,100,62.76/193,82/193,5/193,5/193,34/193,2/193,31/193,23,23,合格
12332,201821100263,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,86.34,86.71,0.92,100,62.76/193,62/193,5/193,47/193,67/193,70/193,13/193,24,24,合格
12333,201821100101,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,86.07,86.82,1.32,100,62.73/193,67/193,5/193,5/193,34/193,80/193,31/193,22,22,合格
12334,201821100220,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,86.23,86.83,2.45,97,62.71/193,64/193,5/193,5/193,11/193,59/193,31/193,23,23,合格
12335,201821100057,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,85.71,87.67,1.72,100,62.66/193,72/193,5/193,47/193,57/193,12/193,31/193,24,24,合格
12336,201821100224,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,86.23,86.73,0.75,100,62.65/193,64/193,5/193,5/193,107/193,102/193,31/193,22,22,合格
12337,201821100163,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,87.29,88.22,0.25,97,62.63/193,41/193,5/193,47/193,67/193,90/193,31/193,23,23,合格
12338,201821100256,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,85.95,87.43,0.70,100,62.48/193,70/193,5/193,47/193,57/193,78/193,15/193,23,23,合格
12339,201821100036,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,86.02,86.52,0.52,100,62.47/193,69/193,5/193,47/193,107/193,70/193,15/193,23,23,合格
12340,201821100178,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,85.10,86.64,1.98,100,62.40/193,77/193,5/193,2/193,34/193,70/193,31/193,22,22,合格
12341,201821100139,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,86.68,86.67,0.60,97,62.40/193,56/193,5/193,47/193,22/193,102/193,31/193,21,21,合格
12342,201821100152,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,86.05,87.68,1.72,97,62.39/193,68/193,5/193,47/193,26/193,21/193,31/193,22,22,合格
12343,201821100098,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,85.95,86.17,0.12,100,62.31/193,70/193,5/193,47/193,107/193,102/193,15/193,23,23,合格
12344,201828100132,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,86.42,86.96,0.75,97,62.31/193,61/193,5/193,47/193,67/193,48/193,31/193,23,23,合格
12345,201821100156,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,85.50,86.43,0.88,100,62.29/193,75/193,5/193,47/193,67/193,48/193,15/193,23,23,合格
12346,201821100170,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,85.68,86.17,1.90,97,62.24/193,73/193,5/193,47/193,48/193,10/193,31/193,23,23,合格
12347,201821100264,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,85.07,86.25,1.50,100,62.24/193,78/193,5/193,5/193,19/193,102/193,31/193,24,24,合格
12348,201821100169,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,84.97,86.32,1.58,100,62.21/193,79/193,5/193,5/193,34/193,65/193,31/193,22,22,合格
12349,201821100248,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,86.31,87.23,0.35,97,62.13/193,63/193,5/193,47/193,67/193,80/193,31/193,22,22,合格
12350,201821100164,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,83.69,85.58,3.50,100,62.08/193,103/193,5/193,47/193,67/193,1/193,31/193,24,24,合格
12351,201821100232,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,84.63,86.14,1.55,99,61.86/193,84/193,5/193,47/193,67/193,17/193,31/193,22,22,合格
12352,201821100157,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,85.31,85.86,0.70,97,61.68/193,76/193,5/193,47/193,67/193,55/193,31/193,21,21,合格
12353,201821100092,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,84.34,86.00,0.90,100,61.66/193,88/193,5/193,5/193,67/193,102/193,31/193,24,23,合格
12354,201821100065,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,84.25,86.86,1.08,100,61.66/193,89/193,5/193,5/193,57/193,90/193,31/193,22,22,合格
12355,201821100014,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,83.86,85.55,1.68,100,61.63/193,95/193,5/193,5/193,57/193,41/193,31/193,22,22,合格
12356,201821100216,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,85.59,85.91,0.00,97,61.62/193,74/193,5/193,47/193,107/193,102/193,31/193,23,23,合格
12357,201821100136,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,83.96,85.00,1.48,100,61.62/193,93/193,5/193,5/193,57/193,59/193,31/193,22,22,合格
12358,201821100077,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,83.55,84.50,2.00,100,61.55/193,105/193,5/193,5/193,107/193,102/193,8/193,22,22,合格
12359,201821100012,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,83.71,85.08,1.50,100,61.49/193,101/193,5/193,47/193,67/193,90/193,8/193,24,24,合格
12360,201821100105,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,84.07,85.67,0.80,100,61.48/193,91/193,5/193,5/193,107/193,96/193,31/193,24,24,合格
12361,201821100185,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,83.82,86.09,0.98,100,61.39/193,97/193,5/193,47/193,34/193,48/193,31/193,22,22,合格
12362,201821100097,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,84.24,86.86,1.00,97,61.18/193,90/193,5/193,47/193,67/193,36/193,31/193,22,21,合格
12363,201821100150,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,83.97,85.17,0.00,99,61.03/193,92/193,5/193,47/193,107/193,102/193,31/193,23,23,合格
12364,201821100103,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,82.84,84.50,1.38,100,60.98/193,115/193,5/193,42/193,67/193,41/193,31/193,22,22,合格
12365,201821100015,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,82.78,85.22,2.45,98,60.96/193,118/193,5/193,43/193,67/193,48/193,8/193,23,23,合格
12366,201821100056,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,82.77,83.91,1.70,99,60.88/193,119/193,5/193,47/193,107/193,5/193,31/193,23,23,合格
12367,201821100109,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,82.99,84.78,0.55,100,60.81/193,111/193,5/193,47/193,67/193,70/193,31/193,23,23,合格
12368,201821100171,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,83.57,85.57,0.95,97,60.80/193,104/193,5/193,47/193,67/193,37/193,31/193,21,21,合格
12369,201821100049,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,83.78,86.41,0.50,97,60.78/193,99/193,2/193,47/193,67/193,96/193,15/193,22,22,合格
12370,201821100001,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,81.59,83.91,3.02,100,60.78/193,135/193,5/193,47/193,4/193,20/193,31/193,22,22,合格
12371,201821100173,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,83.25,84.58,1.85,96,60.74/193,108/193,5/193,47/193,67/193,5/193,31/193,24,24,合格
12372,201821100008,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,82.53,85.09,1.12,100,60.73/193,122/193,5/193,5/193,34/193,102/193,31/193,23,22,合格
12373,201821100179,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,83.04,84.81,0.15,100,60.72/193,110/193,5/193,47/193,67/193,102/193,31/193,21,21,合格
12374,201821100242,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,83.71,85.22,0.15,97,60.64/193,101/193,5/193,47/193,67/193,102/193,31/193,23,23,合格
12375,201821100045,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,81.75,84.68,2.08,100,60.59/193,131/193,5/193,47/193,34/193,5/193,31/193,23,22,合格
12376,201821100227,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1803,82.79,84.55,0.12,100,60.57/193,117/193,5/193,47/193,103/193,96/193,31/193,22,22,合格
12377,201821100126,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,81.07,82.95,2.97,100,60.48/193,141/193,5/193,47/193,4/193,29/193,14/193,21,21,合格
12378,201821100265,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,82.45,84.43,0.32,100,60.44/193,123/193,5/193,47/193,57/193,90/193,31/193,23,23,合格
12379,201821100192,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,82.92,84.86,0.45,97,60.29/193,112/193,5/193,47/193,107/193,65/193,31/193,21,21,合格
12380,201829100272,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,80.92,83.41,2.50,100,60.26/193,144/193,5/193,1/193,22/193,70/193,31/193,22,22,合格
