序号,学号,性别,民族,学院,专业,班级,荣誉级别,荣誉类型,荣誉名称,颁奖单位,获得荣誉时间
4696,201721060520,女,汉族,工商管理学院,工商管理,工商1702,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-02
4697,201821040530,女,汉族,法学院,法学类,法1813,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-23
4698,1604060154,女,汉族,法学院,法学,民商1601,院级,团学先进个人,优秀新闻工作者,法学院,2018-11-30
4699,201721110169,女,汉族,外国语学院,英语,英语1704,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4700,201721090193,男,汉族,统计与数学学院,统计学,统计1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-08
4701,201821100087,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4702,1609120111,女,汉族,统计与数学学院,金融数学,金数1601,院级,团学先进个人,统计与数学学院-综合表彰之“十佳新星”,统计与数学学院,2018-12-15
4703,201721030288,男,汉族,金融学院,工程管理,工程1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4704,201721070091,女,壮族,财政税务学院,税收学,税务1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4705,201721040093,女,汉族,法学院,法学,法1710,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4706,1604001037,男,汉族,法学院,法学,法1610,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-20
4707,201721060377,女,汉族,工商管理学院,人力资源管理,人力1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4708,201821040355,女,汉族,法学院,法学类,法1814,院级,团学先进个人,法学院-年度综合表彰-个人荣誉称号,法学院,2019-05-04
4709,201821080260,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级,团学先进个人,优秀学生干事,各学院团委,2009-05-04
4710,201721140016,男,汉族,哲学院,国际政治,国政1701,院级,团学先进个人,哲学院-年度表彰-优秀个人,哲学院,2018-12-06
4711,1603140145,女,汉族,金融学院,工程造价,造价1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-02-08
4712,1604000211,女,汉族,法学院,法学,法1602,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-16
4713,201721030066,女,汉族,金融学院,投资学,投资1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-02-08
4714,201821320019,男,汉族,文澜学院,经济管理试验班,经管1802,校级,团学先进个人,军训优秀学员,中南财经政法大学人武部,2018-09-20
4715,201721020071,女,汉族,经济学院,国际商务,国商1701,校级,团学先进个人,社团活动先进个人,共青团中南财经政法大学委员会,2019-05-04
4716,201721030061,女,汉族,金融学院,工程造价,造价1701,校级,团学先进个人,心理健康节优秀个人,中南财经政法大学学生工作部,2019-06-15
4717,201821070176,女,汉族,财政税务学院,财政学类,财政1805,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4718,201721070025,女,汉族,财政税务学院,财政学（中英班）,国财1702,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-14
4719,201821120097,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-04
4720,201821050017,女,回族,刑事司法学院,公安学类,公安1802,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2018-10-18
4721,201721040803,女,土家族,刑事司法学院,法学（司）,司法1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4722,201721020080,男,汉族,经济学院,经济学,经济1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4723,1604080223,女,汉族,法学院,法学,法制1602,院级,团学先进个人,法学院-年度综合表彰-个人荣誉称号,法学院,2018-12-09
4724,201721090035,女,汉族,统计与数学学院,信息与计算科学,信科1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4725,201721120223,女,汉族,新闻与文化传播学院,汉语言文学,中文1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-05
4726,201721080170,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4727,201821070145,男,汉族,财政税务学院,财政学类,财政1801,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-15
4728,201721050100,女,汉族,刑事司法学院,治安学,治安1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4729,1609110123,女,汉族,统计与数学学院,应用统计学,应统1601,院级,团学先进个人,综合表彰之优秀学生,各学院,2019-05-04
4730,201821090114,女,汉族,统计与数学学院,统计学类,统计1802,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-23
4731,201721140179,女,彝族,哲学院,社会学,社会1701,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-05
4732,201821040757,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
4733,201821030246,男,汉族,金融学院,金融学类,金融1801,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-04
4734,201721130254,女,汉族,信息与安全工程学院,安全工程,安全1701,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4735,1608030310,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4736,1601020109,女,汉族,哲学院,国际政治,国政1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4737,201821050148,男,达斡尔族,刑事司法学院,公安学类,公安1802,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-07
4738,1611030223,女,汉族,外国语学院,日语,日语1602,院级,团学先进个人,外国语学院-综合表彰-个人荣誉称号,共青团中南财经政法大学外国语学院分团委,2019-05-04
4739,1611000134,男,汉族,外国语学院,英语,英语1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4740,201821250257,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1803,院级,优秀学生组织主要负责人,刑事司法学院_学年综合表彰之优秀团队奖,共青团刑事司法学院委员会,2018-12-20
4741,201721040606,女,汉族,法学院,法学,外法1701,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-20
4742,201721020100,女,壮族,经济学院,经济学,经济1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-09-06
4743,201721120200,女,汉族,新闻与文化传播学院,新闻学,新闻1701,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-04
4744,201721020068,女,汉族,经济学院,经济学,经济1702,校级,团学先进个人, 青马工程-青年马克思主义者培养工程 ,共青团中央,2019-08-22
4745,201721020202,女,汉族,经济学院,国际商务,国商1702,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-25
4746,1604000240,女,蒙古族,法学院,法学（中美）,国法1601,院级,团学先进个人,综合表彰之模范团干,各学院,2019-05-04
4747,201721030325,女,彝族,金融学院,投资学,投资1702,院级,团学先进个人,优秀礼仪队队员,各学院,2019-05-04
4748,201721040080,男,汉族,法学院,法学,法1702,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4749,201821100173,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-01
4750,1609040121,女,汉族,信息与安全工程学院,电子商务（技术）,商务1602,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2018-12-21
4751,201821040111,男,土家族,法学院,法学类,法1803,院级,团学先进个人,校运会院级综合表彰,各学院,2019-02-25
4752,201821030268,女,汉族,金融学院,管理科学与工程类,管工1801,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-04
4753,201821100035,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4754,1612090122,男,汉族,新闻与文化传播学院,数字媒体艺术,媒体1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
4755,1603090154,女,汉族,金融学院,金融工程,金工1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-27
4756,201821100056,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4757,201721080226,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-14
4758,201721020075,女,汉族,经济学院,国际商务,国商1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4759,201821120107,女,满族,新闻与文化传播学院,新闻传播学类,新闻1803,院级,团学先进个人,优秀宣传工作者,新闻与文化传播学院,2018-12-07
4760,201721120114,女,汉族,新闻与文化传播学院,新闻学,新闻1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4761,201721060647,女,汉族,工商管理学院,管理科学,管科1701,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-22
4762,1609100120,女,汉族,统计与数学学院,经济统计学,经统1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2017-05-04
4763,1605030116,男,汉族,刑事司法学院,边防管理,边管1601,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2018-10-18
4764,1609110131,女,汉族,统计与数学学院,应用统计学,应统1601,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
4765,201821080190,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
4766,201721040475,男,汉族,法学院,法学,民商1701,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-06-08
4767,201821020064,女,汉族,经济学院,经济学,经济1802,院级,团学先进个人,经济学院-综合表彰之优秀艺术团团员,经济学院,2019-04-16
4768,1603080119,男,汉族,金融学院,投资学,投资1601,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-20
4769,1612040311,男,汉族,法学院,法学,民商1601,校级,团学先进个人,团学骨干培训班,共青团中南财经政法大学委员会,2019-03-28
